x,y
389.349975585938,-240.349975585938
385.900024414062,-240.579956054688
382.440002441406,-240.529968261719
378.960021972656,-240.239990234375
375.489990234375,-239.760009765625
372.02001953125,-239.140014648438
368.549987792969,-238.409973144531
365.109985351562,-237.630004882812
361.679992675781,-236.829956054688
354.150024414062,-235.159973144531
346.590026855469,-233.630004882812
339,-232.239990234375
331.390014648438,-231
323.75,-229.899963378906
316.090026855469,-228.950012207031
308.419982910156,-228.140014648438
300.72998046875,-227.469970703125
300.5,-227.489990234375
300.5,-181.599975585938
300.72998046875,-181.579956054688
305.080017089844,-182
309.440002441406,-182.5
313.77001953125,-183.099975585938
318.070007324219,-183.859985351562
322.299987792969,-184.820007324219
326.460021972656,-186.010009765625
330.510009765625,-187.5
334.450012207031,-189.309997558594
338.580017089844,-191.690002441406
342.47998046875,-194.399963378906
346.190002441406,-197.369995117188
349.760009765625,-200.559997558594
353.22998046875,-203.880004882812
356.630004882812,-207.289978027344
360.010009765625,-210.719970703125
363.419982910156,-214.099975585938
366.150024414062,-216.679992675781
368.989990234375,-219.179992675781
371.929992675781,-221.570007324219
374.969970703125,-223.809997558594
378.109985351562,-225.859985351562
381.359985351562,-227.679992675781
384.710021972656,-229.22998046875
388.159973144531,-230.469970703125
388.179992675781,-230.579956054688
388.200012207031,-230.690002441406
388.219970703125,-230.799987792969
388.239990234375,-230.909973144531
388.260009765625,-231.029968261719
388.280029296875,-231.140014648438
388.299987792969,-231.25
388.320007324219,-231.359985351562
388.5,-232.47998046875
388.669982910156,-233.609985351562
388.820007324219,-234.72998046875
388.950012207031,-235.849975585938
389.070007324219,-236.97998046875
389.179992675781,-238.099975585938
389.27001953125,-239.22998046875
