x,y
551.849975585938,-359.47998046875
546.04790866375,-360.2096824646
540.218420982361,-360.70138168335
534.367840409279,-360.985193252563
528.502494812012,-361.091232299805
522.628712058067,-361.049613952637
516.752820014954,-360.890453338623
510.881146550179,-360.643865585327
505.02001953125,-360.339965820312
490.182495117188,-359.443291664124
475.356105804443,-358.380912780762
460.542608261108,-357.153063774109
445.743759155273,-355.759979248047
430.961315155029,-354.201893806458
416.197032928467,-352.479042053223
401.452669143677,-350.591658592224
386.72998046875,-348.539978027344
386.638204813004,-347.073796987534
386.55076789856,-345.600461959839
386.468254804611,-344.120326280594
386.391250610352,-342.633743286133
386.320340394974,-341.14106631279
386.256109237671,-339.642648696899
386.199142217636,-338.138843774796
386.150024414062,-336.630004882812
388.411005377769,-334.374783992767
390.895468711853,-332.382648468018
393.568140149117,-330.62512254715
396.393745422363,-329.07373046875
399.337010264397,-327.699996471405
402.36266040802,-326.475444793701
405.435421586037,-325.371599674225
408.52001953125,-324.359985351562
424.344107508659,-319.910924911499
440.37468624115,-316.408737182617
456.575425744057,-313.725923538208
472.909996032715,-311.734985351562
489.342067122459,-310.308423995972
505.835309028625,-309.318740844727
522.353391766548,-308.638437271118
538.859985351562,-308.140014648438
539.975911974907,-309.855554580688
541.05046749115,-311.596878051758
542.08259832859,-313.363515853882
543.071250915527,-315.154998779297
544.01537168026,-316.970857620239
544.913907051086,-318.810623168945
545.765803456306,-320.673826217651
546.570007324219,-322.559997558594
548.223821163177,-326.969504237175
549.604232788086,-331.477332115173
550.705969333649,-336.063676476479
551.52375793457,-340.70873260498
552.052325725555,-345.392695784569
552.286399841309,-350.095761299133
552.220707416534,-354.798124432564
