x,y
373.059997558594,-506.099975585938
372.75,-508.989990234375
371.919982910156,-511.760009765625
370.590026855469,-514.299987792969
368.859985351562,-516.529968261719
366.869995117188,-518.5
364.650024414062,-520.219970703125
362.25,-521.739990234375
359.700012207031,-523.070007324219
357.059997558594,-524.239990234375
354.359985351562,-525.279968261719
351.650024414062,-526.219970703125
345.450012207031,-528.169982910156
339.190002441406,-529.919982910156
332.880004882812,-531.450012207031
326.52001953125,-532.779968261719
320.109985351562,-533.890014648438
313.679992675781,-534.779968261719
307.210021972656,-535.469970703125
300.72998046875,-535.929992675781
300.5,-535.919982910156
300.5,-495.2099609375
300.72998046875,-495.2099609375
309.02001953125,-495.119995117188
317.309997558594,-495.039978027344
325.609985351562,-494.950012207031
333.900024414062,-494.859985351562
342.190002441406,-494.779968261719
350.489990234375,-494.690002441406
358.780029296875,-494.609985351562
367.070007324219,-494.519958496094
367.02001953125,-494.539978027344
366.97998046875,-494.559997558594
366.940002441406,-494.589965820312
366.900024414062,-494.609985351562
366.859985351562,-494.630004882812
366.820007324219,-494.649963378906
366.780029296875,-494.669982910156
366.72998046875,-494.690002441406
369.080017089844,-496.130004882812
370.869995117188,-498.130004882812
372.130004882812,-500.539978027344
372.859985351562,-503.239990234375
