x,y
510.179992675781,-431.75
509.767909765244,-432.398703694344
509.356409072876,-433.047173500061
508.945140123367,-433.695175528526
508.533752441406,-434.342475891113
508.121895551682,-434.988840699196
507.709218978882,-435.634036064148
507.295372247696,-436.277828097343
506.880004882812,-436.919982910156
504.657449126244,-440.288650631905
502.367037773132,-443.587475776672
499.982171177864,-446.786927580833
497.476249694824,-449.857475280762
494.822673678398,-452.769588112831
491.994843482971,-455.493735313416
488.966159462929,-458.000386118889
485.710021972656,-460.260009765625
479.200034737587,-463.61941576004
472.309540748596,-465.86905670166
465.131469607353,-467.123542308807
457.758750915527,-467.497482299805
450.284314274788,-467.105486392975
442.801089286804,-466.062164306641
435.402005553246,-464.482125759125
428.179992675781,-462.47998046875
425.272081971169,-461.555080294609
422.380459785461,-460.540766716003
419.534541010857,-459.411375641823
416.763740539551,-458.141242980957
414.097473263741,-456.704704642296
411.565154075623,-455.076096534729
409.196197867393,-453.229754567146
407.02001953125,-451.140014648438
404.498682975769,-448.000772356987
402.441879272461,-444.579226493835
400.785389900208,-440.925884842873
399.464996337891,-437.091255187988
398.416480064392,-433.125845313072
397.575622558594,-429.080163002014
396.878205299377,-425.004716038704
396.260009765625,-420.950012207031
396.121222496033,-420.024180531502
395.982200622559,-419.099053382874
395.842709541321,-418.17439687252
395.702514648438,-417.249977111816
395.561381340027,-416.325560212135
395.419075012207,-415.400912284851
395.275361061096,-414.475799441338
395.130004882812,-413.549987792969
399.316210031509,-413.737024188042
403.496557235718,-414.005621910095
407.66987490654,-414.355780243874
411.834991455078,-414.787498474121
415.990735292435,-415.300775885582
420.135934829712,-415.895611763
424.269418478012,-416.572005391121
428.390014648438,-417.329956054688
431.759760856628,-418.007492423058
435.120483398438,-418.728266716003
438.474408149719,-419.482084393501
441.823760986328,-420.258750915527
445.170767784119,-421.048071742058
448.517654418945,-421.839852333069
451.866646766663,-422.623898148537
455.219970703125,-423.390014648438
462.020256400108,-424.852962136269
468.844679832458,-426.19672870636
475.691131711006,-427.421197772026
482.557502746582,-428.526252746582
489.441683650017,-429.511777043343
496.341565132141,-430.377654075623
503.255037903786,-431.123767256737
